,source,author,title,description,url,urlToImage,publishedAt,content
78,"{'id': None, 'name': 'The Guardian'}",Alex Hern,Behind the £1 deal that staved off the tech bank’s collapse in the UK,"While its quick slip into financial hardship has left American bankers reeling, its UK division is surprisingly fine. But the tech sector isn’t out of trouble yet<ul><li>Don’t get TechScape delivered to your inbox? Sign up for the full article here</li></ul>L…",https://www.theguardian.com/technology/2023/mar/14/techscape-silicon-valley-bank-uk,https://i.guim.co.uk/img/media/8d126e18bc5efe420783e72d6ecff21380437a10/0_156_4000_2400/master/4000.jpg?width=1200&height=630&quality=85&auto=format&fit=crop&overlay-align=bottom%2Cleft&overlay-width=100p&overlay-base64=L2ltZy9zdGF0aWMvb3ZlcmxheXMvdGctZGVmYXVsdC5wbmc&enable=upscale&s=87e5b82a2218f1cef013523381dc472f,2023-03-14T11:45:00Z,"Last week, if you had heard of Silicon Valley Bank UK, you probably worked in tech. The bank had only been spun out in to a separate entity last summer, after its few thousand corporate customers pus… [+7356 chars]"
79,"{'id': 'business-insider', 'name': 'Business Insider'}",kduffy@insider.com (Kate Duffy),"Sellers on eBay are trying to auction off Silicon Valley Bank-branded merch, including a cardboard box for $201 and a wine cooler for $42",Several products featuring Silicon Valley Bank's logo have been put up for auction on eBay. The items included a box and various accessories.,https://www.businessinsider.com/silicon-valley-bank-branded-merch-ebay-box-wine-cooler-hat-2023-3,https://i.insider.com/640f02a0ff11870018c4f600?width=1200&format=jpeg,2023-03-13T12:07:02Z,"Some eBay sellers have put merchandise branded with the Silicon Valley Bank logo up for auction after the bank collapsed last week.
SVB, a trusted bank of tech startups and VCs, was closed down by r… [+1689 chars]"
80,"{'id': 'business-insider', 'name': 'Business Insider'}","insider@insider.com (Juliana Kaplan,Ayelet Sheffey)",Joe Manchin says he looks at his 2018 vote on easing bank regulations 'differently now' after Silicon Valley Bank's collapse,"In 2018, 13 Democrats joined Republicans in loosening bank regulations. The older regulations likely would've put greater scrutiny on SVB.",https://www.businessinsider.com/joe-manchin-sees-vote-2018-bank-regulations-differently-svb-collapse-2023-3,https://i.insider.com/62f9535f306b6300192ac59e?width=1200&format=jpeg,2023-03-14T19:26:18Z,"Back in 2018, Senator Joe Manchin was one of 13 Democrats who voted to roll back bank regulations that likely would've set off red flags before Silicon Valley Bank's collapse. 
That vote has come un… [+3868 chars]"
81,"{'id': 'business-insider', 'name': 'Business Insider'}",zsalfiti@insider.com (Zinya Salfiti),"SVB's failure is being investigated by US authorities, report says","The Department of Justice's fraud squad and the SEC are investigating what happened at Silicon Valley Bank, whose failure ignited fears over bank stability.",https://markets.businessinsider.com/news/stocks/doj-sec-investigate-silicon-valley-bank-collapse-svb-failure-probe-2023-3,https://i.insider.com/6411a01eb6d9f2001891254c?width=1200&format=jpeg,2023-03-15T13:56:31Z,"Silicon Valley Bank is now being investigated by US authorities after the California bank was seized by regulators last week amid a flood of deposit withdrawals that crushed its finances, The Wall St… [+2067 chars]"
82,"{'id': 'business-insider', 'name': 'Business Insider'}",fdemott@insider.com (Filip De Mott),"SVB's Greg Becker previously asked Congress to ease regulatory oversight on the bank, citing its own 'strong risk management practices'","""SVB, like our mid-sized bank peers, does not present systemic risks,"" CEO Greg Becker wrote in 2015.",https://markets.businessinsider.com/news/stocks/silicon-valley-bank-svb-ceo-greg-becker-dodd-frank-law-2023-3,https://i.insider.com/640a88b29ef79f0018287848?width=1200&format=jpeg,2023-03-13T14:45:30Z,"Before Silicon Valley Bank collapsed last week, CEO Greg Becker lobbied Congress to ease regulatory rules on the lender and others of its size, The Lever reported.
In 2015, he wrote to the Senate as… [+2396 chars]"
83,"{'id': 'business-insider', 'name': 'Business Insider'}",gglover@insider.com (George Glover),'Big Short' investor Michael Burry issues a grave warning after Silicon Valley Bank's stock rout: 'It is possible today we found our Enron',"The investing legend compared SVB to Enron, the scandal-hit energy firm that collapsed during the early 2000s.",https://markets.businessinsider.com/news/stocks/big-short-investor-michael-burry-silicon-valley-bank-collapse-enron-2023-3,https://i.insider.com/63b725c18a50b20018ef2d89?width=1200&format=jpeg,2023-03-10T10:55:52Z,"Michael Burry has weighed in on  Silicon Valley Bank after its parent company's shares plunged 60% in a single day.
""It is possible today we found our Enron,"" the 'Big Short' investor said Thursday … [+1963 chars]"
84,"{'id': 'business-insider', 'name': 'Business Insider'}",mschwartz@businessinsider.com (Mattathias Schwartz),California Gov. Gavin Newsom failed to publicly disclose his SVB ties while lobbying for a bailout,"Reports link Newsom to the failed SVB through personal accounts, three Newsom-owned wineries, and his wife's charity.",https://www.businessinsider.com/gavin-newsom-svb-biden-silicon-valley-bank-wineries-bailout-lobbying-2023-3,https://i.insider.com/6410ba349aa2e6001956e31e?width=1200&format=jpeg,2023-03-14T19:02:45Z,"California Gov. Gavin Newsom lobbied the White House and the Department of the Treasury about the pending bailout of Silicon Valley Bank, even as three of his private wineries had apparently been amo… [+2933 chars]"
85,"{'id': None, 'name': 'Slashdot.org'}",msmash,Silicon Valley Bank Financial in Talks To Sell Itself After Attempts To Raise Capital Failed,"SVB Financial, parent of Silicon Valley Bank, is in talks to sell itself, sources told CNBC's David Faber. From the report: Attempts by the bank to raise capital have failed, the sources said, and the bank has hired advisors to explore a potential sale. Large…",https://slashdot.org/story/23/03/10/1442216/silicon-valley-bank-financial-in-talks-to-sell-itself-after-attempts-to-raise-capital-failed,https://a.fsdn.com/sd/topics/business_64.png,2023-03-10T14:42:00Z,"If a camel is a horse designed by a committee, then a consensus forecast is a
camel's behind.
-- Edgar R. Fiedler"
86,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Alistair Barr),"How much will Silicon Valley Bank customers get back from the money they deposited? They may not recover it all, analysts say.","Silicon Valley Bank, known as SVB, was shut down by the FDIC on Friday. The government agency is trying to recoup money for depositors.",https://www.businessinsider.com/silicon-valley-bank-deposits-how-much-will-you-get-back-2023-3,https://i.insider.com/640cc6dd340fa00018fd99fa?width=1200&format=jpeg,2023-03-11T19:24:10Z,"Silicon Valley Bank was shut down on Friday and customers can't withdraw their money for now. There's a cash crunch happening, so how much will depositors get back in the end?
It's an important ques… [+2126 chars]"
87,"{'id': 'business-insider', 'name': 'Business Insider'}",ddefrancesco@businessinsider.com (Dan DeFrancesco),Everything you need to know about a crazy weekend in the wake of Silicon Valley Bank's failure,A key ally for the tech industry in Silicon Valley Bank was toppled on Friday. Here's how the industry reacted.,https://www.businessinsider.com/silicon-valley-bank-failure-weekend-recap-tech-industry-2023-3,https://i.insider.com/640dd6d9ff11870018c4e58f?width=1200&format=jpeg,2023-03-13T11:55:00Z,"What a weekend! Dan DeFrancesco in NYC. 
What do you think we've got for stories today? It's all about Silicon Valley Bank going down and the knock-on effects.
If you're not up to speed, here's a q… [+6048 chars]"
88,"{'id': 'business-insider', 'name': 'Business Insider'}",jmann@insider.com (Jyoti Mann),A married couple who both worked for Silicon Valley Bank said they're 'grieving the loss' after its collapse,"""How could this have happened? I can't believe the team as I know it no longer exists,"" Cate Burbank wrote on LinkedIn.",https://www.businessinsider.com/married-couple-both-work-at-silicon-valley-bank-are-grieving-2023-3,https://i.insider.com/640d9f2d340fa00018fd9cab?width=1200&format=jpeg,2023-03-12T10:50:00Z,"A married couple who both worked for Silicon Valley Bank are ""grieving the loss"" of the bank after it collapsed on Friday.
Cate Burbank posted on LinkedIn Saturday to say she and her husband Cameron… [+1634 chars]"
89,"{'id': 'business-insider', 'name': 'Business Insider'}",insider@insider.com (Alistair Barr),Why Silicon Valley Bank's customers were bailed out,"Silicon Valley Bank was shut down on Friday. By Sunday, the FDIC backed 100% of its deposits, giving account holders access to all their money.",https://www.businessinsider.com/why-silicon-valley-bank-customers-were-bailed-out-2023-3,https://i.insider.com/640f73f0f724e7001800cce8?width=1200&format=jpeg,2023-03-13T19:45:03Z,"The collapse of Silicon Valley Bank prompted the US government to roll out the biggest rescue package since the 2008 financial crisis.  
On Sunday, the US Treasury, Federal Reserve, and Federal Depo… [+4650 chars]"
90,"{'id': 'business-insider', 'name': 'Business Insider'}",ddefrancesco@businessinsider.com (Dan DeFrancesco),The winners and losers of the Silicon Valley Bank failure,Silicon Valley Bank's failure set off waves of knock-on effects and also left a massive hole in the industry. Here's who is up and down as a result.,https://www.businessinsider.com/silicon-valley-bank-failure-bailout-winners-losers-2023-3,https://i.insider.com/640c62ec8b8d9b0018cacdc3?width=1200&format=jpeg,2023-03-13T19:23:50Z,"In times of crisis on Wall Street, one must ask: Who is winning, and who is losing?
Depending on where you stand, the unfortunate/fortunate reality of finance is that it is a zero-sum game. When one… [+5497 chars]"
91,"{'id': 'business-insider', 'name': 'Business Insider'}",ajoyner@businessinsider.com (April Joyner),"More than 110 VC firms, led by General Catalyst, are banding together in support of Silicon Valley Bank",General Catalyst CEO Hemant Taneja organized a statement of support for Silicon Valley Bank that has been signed by more than 110 VC firms.,https://www.businessinsider.com/silicon-valley-bank-general-catalyst-vc-firms-support-statement-2023-3,https://i.insider.com/5abbe76053dd8e27008b4948?width=1200&format=jpeg,2023-03-11T21:34:03Z,"Venture capital firms are expressing their support for the fallen Silicon Valley Bank, which US regulators shut down on Friday.
""Silicon Valley Bank has been a trusted and long-time partner to the v… [+2226 chars]"
92,"{'id': 'google-news', 'name': 'Google News'}",,Stocks falling after failure of Silicon Valley Bank - CTV News,"<ol><li>Stocks falling after failure of Silicon Valley Bank  CTV News
</li><li>Stock market news today: Stocks seesaw, bond yields, bank stocks fall on SVB fallout  Yahoo Canada Finance
</li><li>Bonds surge, U.S. futures erase gains on SVB fallout  BNN Bloo…",https://consent.google.com/ml?continue=https://news.google.com/rss/articles/CBMiYmh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvYnVzaW5lc3MvZmVhci1ncmlwcy1maW5hbmNpYWwtbWFya2V0cy1mb2xsb3dpbmctdS1zLWJhbmstZmFpbHVyZXMtMS42MzEwNzQ40gEA?oc%3D5&gl=FR&hl=en-US&cm=2&pc=n&src=1,,2023-03-13T14:01:56Z,"We use cookies and data to<ul><li>Deliver and maintain Google services</li><li>Track outages and protect against spam, fraud, and abuse</li><li>Measure audience engagement and site statistics to unde… [+1131 chars]"
93,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),Silicon Valley Bank's collapse means startups and VCs face billions in losses,Moody's said up to a fifth of SVB's uninsured deposits may not be recovered if the bank is wound up.,https://www.businessinsider.com/svb-collapse-may-mean-losses-no-buyer-found-by-monday-2023-3,https://i.insider.com/640c8cb3ff11870018c4deda?width=1200&format=jpeg,2023-03-11T18:51:12Z,"The collapse of Silicon Valley Bank could leave startups and tech firms with losses that total billions of dollars. 
The Federal Deposit Insurance Corporation (FDIC) took control of America's 16th-l… [+3519 chars]"
94,"{'id': 'cnn', 'name': 'CNN'}",Alicia Wallace,Can the Fed help fend off a banking crisis while also cooling the economy?,"Last week, the Federal Reserve's biggest concern was a stubbornly high inflation rate and how much to crank up monetary policy tightening.",https://www.cnn.com/2023/03/15/economy/fed-priority-cooling-economy-financial-stability/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230314081736-federal-reserve-031323.jpg?c=16x9&q=w_800,c_fill",2023-03-15T10:27:39Z,"Last week, the Federal Reserves biggest concern was a stubbornly high inflation rate and how much to crank up monetary policy tightening. 
In recent days, a new bogeyman emerged in the form of a tri… [+6326 chars]"
95,"{'id': 'business-insider', 'name': 'Business Insider'}",stabahriti@insider.com (Sam Tabahriti),"Silicon Valley Bank workers were paid bonuses just hours before it collapsed, report says","CNBC reported that employees received their annual bonuses on Friday, just hours before regulators shut down America's 16th-largest bank.",https://www.businessinsider.com/silicon-valley-bank-workers-paid-bonuses-hours-before-collapsed-report-2023-3,https://i.insider.com/640da603ff11870018c4e46a?width=1200&format=jpeg,2023-03-12T10:25:00Z,"Silicon Valley Bank workers were paid annual bonuses just hours before the bank collapsed, according to a report by CNBC.
The payments were for 2022, unnamed sources told the outlet, and had been pr… [+1613 chars]"
96,"{'id': 'business-insider', 'name': 'Business Insider'}",ztayeb@businessinsider.com (Zahra Tayeb),Western Alliance shares plummet 70% as bank stocks take a beating from SVB's collapse,Western Alliance shares fell as much as 73% in premarket Monday as investors fretted about the pressures behind Silicon Valley Bank's failure.,https://markets.businessinsider.com/news/stocks/western-alliance-stock-silicon-valley-bank-failure-fears-contagion-liquidity-2023-3,https://i.insider.com/640f1b9d340fa00018fdb053?width=1200&format=jpeg,2023-03-13T13:24:05Z,"Shares in Western Alliance Bancorp are getting hammered as smaller lenders come under pressure after the failure of Silicon Valley Bank.
The Arizona-based bank's stock plunged 73% to $13.07 in prema… [+1596 chars]"
97,"{'id': 'business-insider', 'name': 'Business Insider'}",jmann@insider.com (Jyoti Mann),A tech CEO with $10 million stuck in Silicon Valley Bank says she has 'no idea what's going on',"Ashley Tyrner of FarmboxRx told the New York Post she'd been through the ""worst 18 hours"" of her life before the bank was taken over by regulators.",https://www.businessinsider.com/tech-ceo-millions-silicon-valley-bank-no-idea-going-on-2023-3,https://i.insider.com/640c72eb8b8d9b0018cace3e?width=1200&format=jpeg,2023-03-11T13:25:00Z,"The CEO of a tech company with at least $10 million stuck in the failed Silicon Valley Bank says she has ""no idea what's going on"" as her banker wouldn't ""get back to anyone."" 
FarmboxRx's Ashley Ty… [+1482 chars]"
98,"{'id': None, 'name': 'NPR'}",Jaclyn Diaz,"For 40 years, Silicon Valley Bank was a tech industry icon. It collapsed in just days","Silicon Valley Bank was not a household name. For four decades, SVB successfully competed with big name financial institutions only to come crumbling down in a matter of days.",https://www.npr.org/2023/03/15/1163269781/silicon-valley-bank-svb-collapse-history,https://media.npr.org/assets/img/2023/03/14/gettyimages-1248236117_wide-79c9c0a08bbbd4159d4785ee692a2c447ae0d118-s1400-c100.jpg,2023-03-15T09:00:53Z,"A Silicon Valley Bank office is seen in Tempe, Ariz., on Tuesday. For four decades, the company catered to tech startups.
Rebecca Noble/AFP via Getty Images
Silicon Valley Bank is now known as the … [+6249 chars]"
99,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),"Peter Thiel's Founders Fund got its cash out of Silicon Valley Bank before it was shut down, report says","Bloomberg reported that Thiel's VC fund took all its cash out of SVB after encountering problems with transfers during a ""capital call.""",https://www.businessinsider.com/peter-thiel-founders-fund-pulled-cash-svb-before-collapse-report-2023-3,https://i.insider.com/63c933d02a1e600018b8ab18?width=1200&format=jpeg,2023-03-11T11:40:55Z,"Peter Thiel's Founders Fund had no cash left in Silicon Valley Bank by Thursday as it began to unravel, Bloomberg reported.
A source told Bloomberg the PayPal cofounder's fund had moved to close its… [+1734 chars]"
0,"{'id': 'cnn', 'name': 'CNN'}",Nathaniel Meyersohn,Use code 'Bankrun': Camp toy store pleads for help after Silicon Valley Bank collapse,A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat.,https://www.cnn.com/2023/03/10/business/camp-toy-store-svb-bank/index.html,"https://media.cnn.com/api/v1/images/stellar/prod/230310161851-camp-store-file-restricted.jpg?c=16x9&q=w_800,c_fill",2023-03-10T22:28:20Z,"A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat.
Camp, a venture-backed retailer, sent an email … [+1685 chars]"
1,"{'id': 'business-insider', 'name': 'Business Insider'}",sdelouya@insider.com (Samantha Delouya),A popular kids' toy store is begging customers for cash because its money is tied up in SVB. It's one of thousands of startups that now faces uncertainty.,"Venture-backed toy store Camp is unloading merchandise for 40% off, using the code ""BANKRUN,"" to raise funds after SVB's implosion.",https://www.businessinsider.com/camp-toy-store-bankrun-promo-code-silicon-valley-bank-collapse-2023-3,https://i.insider.com/640b994d8223480018d5a918?width=1200&format=jpeg,2023-03-10T22:32:43Z,"Companies tied up in Silicon Valley Bank's orbit are feeling the sting of the bank's collapse. Camp, a venture-backed, interactive toy store with locations in New York, New Jersey, and California, is… [+1511 chars]"
2,"{'id': 'business-insider', 'name': 'Business Insider'}",rhogg@insider.com (Ryan Hogg),Hundreds of startups face a crippling cash crunch and an 'extinction-level event' if no one buys Silicon Valley Bank by Monday,Startup accelerator Y Combinator's CEO Garry Tan said 30% of his companies that banked with SVB wouldn't be able to pay their staff in 30 days.,https://www.businessinsider.com/hundreds-of-startups-face-crippling-cash-crunch-no-buyer-svb-2023-3,https://i.insider.com/640caf24ff11870018c4e04c?width=1200&format=jpeg,2023-03-11T18:36:36Z,"Hundreds of startups face a massive cash crunch if the search for a buyer for Silicon Valley Bank drags into next week.
The Federal Deposit Insurance Corporation (FDIC) took control of SVB Friday af… [+4047 chars]"
3,"{'id': 'business-insider', 'name': 'Business Insider'}",ddefrancesco@businessinsider.com (Dan DeFrancesco),Everything you need to know about a crazy weekend in the wake of Silicon Valley Bank's failure,A key ally for the tech industry in Silicon Valley Bank was toppled on Friday. Here's how the industry reacted.,https://www.businessinsider.com/silicon-valley-bank-failure-weekend-recap-tech-industry-2023-3,https://i.insider.com/640dd6d9ff11870018c4e58f?width=1200&format=jpeg,2023-03-13T11:55:00Z,"What a weekend! Dan DeFrancesco in NYC. 
What do you think we've got for stories today? It's all about Silicon Valley Bank going down and the knock-on effects.
If you're not up to speed, here's a q… [+6048 chars]"
4,"{'id': None, 'name': 'Biztoc.com'}",businessinsider.com,Popular kids' toy store Camp is begging customers for cash because its money is tied up in SVB. It's one of thousands of startups that now faces uncertainty,"Camp's website is advertising its 40% off sale after Silicon Valley Bank's collapse. Camp.com Experiential toy store Camp is caught up in the ripple effects of Silicon Valley Bank's collapse. CEO Ben Kaufman said all of the company's cash was in the bank, so …",https://biztoc.com/x/3b068c4194a73fa1,https://c.biztoc.com/p/3b068c4194a73fa1/og.webp,2023-03-10T22:56:05Z,Camp's website is advertising its 40% off sale after Silicon Valley Bank's collapse.Camp.comExperiential toy store Camp is caught up in the ripple effects of Silicon Valley Bank's collapse. CEO Ben K… [+299 chars]
5,"{'id': None, 'name': 'Biztoc.com'}",forbes.com,How CAMP CEO Ben Kaufman Turned SVB’s Collapse Into A Brand-Building Experience,"Ben Kaufman doesn’t want you to forget the fear that he felt on March 10, 2023. That’s when the founder and CEO of CAMP, a national retail chain of “family experience” stores, was shocked to learn that Silicon Valley Bank had collapsed. Suddenly, Kaufman coul…",https://biztoc.com/x/f2b9df79ff867569,https://c.biztoc.com/p/f2b9df79ff867569/og.webp,2023-03-15T13:38:11Z,"Ben Kaufman doesnt want you to forget the fear that he felt on March 10, 2023. Thats when the founder and CEO of CAMP, a national retail chain of family experience stores, was shocked to learn that S… [+276 chars]"
6,"{'id': None, 'name': 'Forbes'}","Brandon Kochkodin, Forbes Staff, 
 Brandon Kochkodin, Forbes Staff
 https://www.forbes.com/sites/brandonkochkodin/",A Dark Day For Silicon Valley Bank Is Bitcoin’s Time To Shine,"Bitcoin, the digital currency that has long been viewed with skepticism by the financial establishment, is having its moment in the sun.",https://www.forbes.com/sites/brandonkochkodin/2023/03/13/a-dark-day-for-silicon-valley-bank-is-bitcoins-time-to-shine/,https://imageio.forbes.com/specials-images/imageserve/640f51a68cf96e97dd216409/0x0.jpg?format=jpg&width=1200,2023-03-13T16:34:37Z,"(Photo by Chesnot/Getty Images)
Getty Images
BitcoinBTC
, the digital currency that has long been viewed with skepticism by the financial establishment, is having its moment in the sun. Following … [+2444 chars]"
7,"{'id': None, 'name': 'Forbes'}","Diane Brady, Forbes Staff, 
 Diane Brady, Forbes Staff
 https://www.forbes.com/sites/dianebrady/",Cool Kids Meet A Fickle Fed: The Characters Behind A Banking Collapse,"SVB and Signature Bank are gone but, for some, their collapse was a reminder that it's a wonderful life. And regulators are complicated heroes.",https://www.forbes.com/sites/dianebrady/2023/03/14/cool-kids-meet-a-fickle-fed-the-characters-behind--a-banking-collapse/,"https://imageio.forbes.com/specials-images/imageserve/6410d01b3907de79f5e740b0/0x0.jpg?format=jpg&crop=2979,1675,x0,y153,safe&width=1200",2023-03-14T19:52:57Z,"Heres an excerpt from this weeks CxO newsletter. To get it to your inbox, sign up here.
Steve Forbes: To understand the bank failures, looks at the policies shaping how we spend money.
Remember Geo… [+7127 chars]"
8,"{'id': None, 'name': 'Retail Dive'}",Dani James,‘An existential threat’: Brands react to Silicon Valley Bank’s collapse,"SVB was closed on Friday and taken over by federal regulators, leaving some brands in the dark about how they would access their capital.",https://www.retaildive.com/news/aretail-brands-react-silicon-valley-bank-collapse/644813/,https://www.retaildive.com/imgproxy/CJwF6wfKWm7Yo7Jx7bqEtsXL2eqVJVFgu_jldEc8tpE/crop:3108:1756/g:nowe:684:480/rs:fill:770:435:0/bG9jYWw6Ly8vZGl2ZWltYWdlL2h1ZHNvbl9vZmZpY2VfMDM0X2g5bGl1NXkuanBn.jpg,2023-03-13T18:02:00Z,"When Silicon Valley Bank collapsed on Friday, it sent a shockwave through a variety of industries, including retail.
The Federal Deposit Insurance Corp. announced Friday that the startup and tech-fo… [+7310 chars]"
9,"{'id': None, 'name': 'Retail Dive'}",Dani James,‘An existential threat’: Brands react to Silicon Valley Bank’s collapse,"SVB was closed on Friday and taken over by federal regulators, leaving some brands in the dark about how they would access their capital.",https://www.retaildive.com/news/retail-brands-react-silicon-valley-bank-collapse/644813/,https://www.retaildive.com/imgproxy/CJwF6wfKWm7Yo7Jx7bqEtsXL2eqVJVFgu_jldEc8tpE/crop:3108:1756/g:nowe:684:480/rs:fill:770:435:0/bG9jYWw6Ly8vZGl2ZWltYWdlL2h1ZHNvbl9vZmZpY2VfMDM0X2g5bGl1NXkuanBn.jpg,2023-03-13T18:02:00Z,"When Silicon Valley Bank collapsed on Friday, it sent a shockwave through a variety of industries, including retail.
The Federal Deposit Insurance Corp. announced Friday that the startup and tech-fo… [+7310 chars]"
10,"{'id': None, 'name': 'Slate Magazine'}",Heather Tal Murphy,Well … That’s Certainly One Way to Deal With the Collapse of Silicon Valley Bank,A catastrophic bank failure inspired a toy company's desperate (but very charming) gambit.,https://slate.com/business/2023/03/silicon-valley-bank-failure-camp-startups-fdic.html,https://compote.slate.com/images/89004a34-8368-4bcd-b139-b18e2705ac9a.png?crop=1712%2C1142%2Cx0%2Cy116&width=1560,2023-03-11T02:24:24Z,"If anyone will come out a winner from the collapse of Silicon Valley Bank, once the financial institution of choice for many a high-flying technology startup, its CAMP, a company that sells toys and … [+5536 chars]"
11,"{'id': 'nbc-news', 'name': 'NBC News'}",Brian Cheung and J.J. McCorvey and Jacob Ward and Ben Goggin,"Payroll panic, flash sales, shrugs: How SVB’s customers handled its collapse",Startup founders and other SVB account holders raced to find ways to maintain cash flow even as some of their federally backstopped funds remained inaccessible.,https://www.nbcnews.com/business/business-news/tech-ceos-silicon-valley-bank-funders-scrambled-stay-afloat-rcna74771,"https://media-cldnry.s-nbcnews.com/image/upload/t_nbcnews-fp-1200-630,f_auto,q_auto:best/rockcms/2023-03/230313-silicon-valley-bank-pedestrian-ac-600p-ff2fde.jpg",2023-03-13T22:27:30Z,"The tech community is still reeling from the abrupt collapse of Silicon Valley Bank, the industrys one-time financial engine that flamed out last Friday in the second-largest bank failure in U.S. his… [+6718 chars]"
12,"{'id': None, 'name': 'Biztoc.com'}",adage.com,Kids store Camp offers ‘BANKRUN’ deal in plea for cash following SVB bank collapse,"The fallout from the Silicon Valley Bank collapse is already being felt by brands. Hours after news broke that the bank, a known lender to many tech brands, was out of money, one retail chain let customers know that it, too, had no cash on hand. Camp, a popul…",https://biztoc.com/x/7aa072a99523bed5,https://c.biztoc.com/p/7aa072a99523bed5/og.webp,2023-03-10T21:14:07Z,"The fallout from the Silicon Valley Bank collapse is already being felt by brands. Hours after news broke that the bank, a known lender to many tech brands, was out of money, one retail chain let cus… [+260 chars]"
13,"{'id': 'cnn', 'name': 'CNN'}","By <a href=""/profiles/mark-thompson"">Mark Thompson</a> and <a href=""/profiles/aditi-sandal"">Aditi Sangal</a>, CNN",Silicon Valley Bank collapses,US and UK authorities are taking action to prevent wider financial chaos after the collapse of Silicon Valley Bank — the biggest failure of a US bank since 2008. Follow here for live updates.,https://www.cnn.com/business/live-news/silicon-valley-bank-collapse-updates-03-13-23/index.html,https://cdn.cnn.com/cnnnext/dam/assets/230313114601-svb-0310-super-tease.jpg,2023-03-13T10:06:04Z,Silicon Valley Bank was one of Americas 20 largest commercial banks and is now under the control of the US Federal Deposit Insurance Corporation after it became unable to pay back customers who withd… [+3641 chars]
14,"{'id': None, 'name': 'New York Post'}",Rich Calder,NYC toy store Camp begs customers for help following Silicon Valley Bank collapse,"Camp, a New York City-based toy company, is in hot water after getting caught up the sudden collapse of Silicon Valley Bank — and is now pleading with customers for help keeping it afloat.",https://nypost.com/2023/03/11/nyc-toy-store-camp-begs-for-cash-after-silicon-valley-bank-crash/,https://nypost.com/wp-content/uploads/sites/2/2023/03/NYPICHPDPICT000008042222.jpg?quality=75&strip=all&w=1024,2023-03-11T14:48:27Z,"A New York City-based toy company in hot water after getting caught up in the sudden collapse of Silicon Valley Bank is now begging customers for help keeping it afloat.
The venture capital-backed r… [+3220 chars]"
15,"{'id': None, 'name': 'Biztoc.com'}",cnn.com,Use code ‘Bankrun’: Camp toy store pleads for help after Silicon Valley Bank collapse,"A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat. Camp, a venture-backed retailer, sent an email to customers Friday announcing it was slashing prices and wou…",https://biztoc.com/x/d3321d1305a0bfcb,https://c.biztoc.com/p/d3321d1305a0bfcb/og.webp,2023-03-10T22:34:07Z,"A toy company based in New York has gotten caught up in the collapse of Silicon Valley Bank and is pleading with customers for help keeping it afloat.Camp, a venture-backed retailer, sent an email to… [+283 chars]"
16,"{'id': None, 'name': 'Yahoo Entertainment'}",Brian Cheung and J.J. McCorvey and Jacob Ward and Ben Goggin,"Payroll panic, flash sales, shrugs: How SVB’s business customers handled its collapse",Startup founders and other SVB account holders raced to find ways to maintain cash flow even as some of their federally backstopped funds remained...,https://news.yahoo.com/payroll-panic-flash-sales-shrugs-002730913.html,https://s.yimg.com/ny/api/res/1.2/2J.a8nFxG5fmTBGPmfXRLw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/nbc_news_122/dd7e579898a1d88ea632c720bef63242,2023-03-14T00:27:30Z,"The tech community is still reeling from the abrupt collapse of Silicon Valley Bank, the industrys onetime financial engine, which flamed out Friday in the second-largest bank failure in U.S. history… [+6853 chars]"
17,"{'id': None, 'name': 'Biztoc.com'}",marketplace.org,Bank failures add another dose of anxiety to uncertain economy,"Bank failures like what happened to Silicon Valley Bank and Signature don’t just hit their depositors hard. They rattle everyone who hears about them. Consumers, workers and small-business owners all start to worry more about the financial system and the econ…",https://biztoc.com/x/a184776245bd57d8,https://c.biztoc.com/p/a184776245bd57d8/og.webp,2023-03-13T22:34:04Z,"Bank failures like what happened to Silicon Valley Bank and Signature dont just hit their depositors hard. They rattle everyone who hears about them. Consumers, workers and small-business owners all … [+321 chars]"
18,"{'id': None, 'name': 'The Boston Globe'}",Andrea Salcedo,These companies were affected by the Silicon Valley Bank crash,"Here are some of the companies affected by the fall of Silicon Valley Bank, which was known for serving start-ups, tech companies and venture capitalists.",https://www.bostonglobe.com/2023/03/12/business/these-companies-were-affected-by-silicon-valley-bank-crash/,https://bostonglobe-prod.cdn.arcpublishing.com/resizer/R_fSZxEd0Dln9qeiwnPCqdwz5Bo=/506x0/cloudfront-us-east-1.images.arcpublishing.com/bostonglobe/QNMBOLVIUVXVA2RJJOD5XPQHMY.jpg,2023-03-12T18:44:35Z,"The company that has built a brand on low-priced streaming devices said in a filing that it had about $487 million of its $1.9 billion at Silicon Valley Bank, about 26 percent of the firm's cash as o… [+4695 chars]"
